All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
9526: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9527: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9528: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=3
9529: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=2
9530: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9531: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9532: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9533: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=3
9534: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=7
9535: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=0
9536: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=6
9537: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=7
9538: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=3
9539: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=2
9540: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9541: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9542: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9543: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9544: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=0
9545: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=4
9546: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=5
9547: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9548: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 331s, loss=1.436, max_pert=0.1, impr=1
9549: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9550: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=1
9551: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.0, impr=1
9552: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=0
9553: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=0
9554: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9555: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=4
9556: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=6
9557: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=4
9558: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=6
9559: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=2
9560: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=2
9561: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=6
9562: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=4
9563: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=8
9564: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=2
9565: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9566: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=1
9567: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=7
9568: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=5
9569: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=6
9570: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=0
9571: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9572: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9573: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=1
9574: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.0, impr=1
9575: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=6
9576: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=3
9577: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=8
9578: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 332s, loss=1.436, max_pert=0.1, impr=2
9579: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=5
9580: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=6
9581: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9582: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9583: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=3
9584: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=3
9585: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=3
9586: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9587: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=5
9588: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=2
9589: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=5
9590: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9591: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9592: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=1
9593: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=0
9594: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=5
9595: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=4
9596: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=2
9597: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=1
9598: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=0
9599: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=0
9600: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=0
9601: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=0
9602: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=2
9603: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=6
9604: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=2
9605: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=6
9606: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=7
9607: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 333s, loss=1.436, max_pert=0.1, impr=2
9608: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=0
9609: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=4
9610: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9611: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9612: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9613: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=5
9614: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9615: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9616: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=4
9617: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9618: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=4
9619: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9620: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9621: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=0
9622: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9623: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9624: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9625: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9626: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=4
9627: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9628: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9629: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=7
9630: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9631: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=5
9632: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9633: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9634: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9635: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=2
9636: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=1
9637: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 334s, loss=1.436, max_pert=0.1, impr=3
9638: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=2
9639: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=3
9640: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=2
9641: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=5
9642: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=0
9643: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=4
9644: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=8
9645: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=7
9646: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=4
9647: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=4
9648: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=6
9649: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.436, max_pert=0.1, impr=2
9650: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=4
9651: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=4
9652: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=0
9653: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=0
9654: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=2
9655: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=5
9656: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=7
9657: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=1
9658: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=3
9659: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=2
9660: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=1
9661: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=3
9662: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=1
9663: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=1
9664: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=4
9665: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=1
9666: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=0
9667: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 335s, loss=1.435, max_pert=0.1, impr=4
9668: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9669: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=1
9670: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=4
9671: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9672: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=3
9673: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=7
9674: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=1
9675: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9676: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=1
9677: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=4
9678: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9679: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9680: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=4
9681: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9682: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9683: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9684: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=3
9685: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=4
9686: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9687: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=1
9688: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=0
9689: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=3
9690: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=4
9691: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=3
9692: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=1
9693: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9694: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=2
9695: acc=6.21% acc_corr=72.04% avg#q_ae=864.6 med#q_ae=242.0 s=6->3, n_ex=862, 336s, loss=1.435, max_pert=0.1, impr=3
