All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
1644: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=2
1645: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1646: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=1
1647: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1648: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1649: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.1, impr=0
1650: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1651: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1652: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1653: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.1, impr=1
1654: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=1
1655: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=0
1656: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.1, impr=0
1657: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.892, max_pert=0.0, impr=1
1658: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.891, max_pert=0.0, impr=2
1659: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.891, max_pert=0.0, impr=0
1660: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.891, max_pert=0.1, impr=0
1661: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.890, max_pert=0.0, impr=1
1662: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.890, max_pert=0.1, impr=0
1663: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 9s, loss=1.890, max_pert=0.1, impr=1
1664: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=1
1665: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.1, impr=1
1666: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=1
1667: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1668: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1669: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=1
1670: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1671: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1672: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1673: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1674: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1675: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.0, impr=0
1676: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.890, max_pert=0.1, impr=1
1677: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.1, impr=2
1678: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.1, impr=0
1679: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.0, impr=1
1680: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.0, impr=0
1681: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.1, impr=0
1682: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.889, max_pert=0.0, impr=0
1683: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=3
1684: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1685: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=1
1686: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1687: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1688: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1689: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=1
1690: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1691: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1692: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1693: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1694: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1695: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1696: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1697: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1698: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1699: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1700: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1701: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1702: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1703: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1704: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=1
1705: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1706: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1707: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.0, impr=0
1708: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.888, max_pert=0.1, impr=0
1709: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.887, max_pert=0.1, impr=1
1710: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.887, max_pert=0.0, impr=0
1711: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.887, max_pert=0.1, impr=0
1712: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.887, max_pert=0.0, impr=0
1713: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.1, impr=1
1714: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.1, impr=0
1715: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.1, impr=1
1716: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.1, impr=1
1717: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=0
1718: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=1
1719: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=0
1720: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=0
1721: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=0
1722: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.886, max_pert=0.0, impr=0
1723: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=2
1724: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=1
1725: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=1
1726: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1727: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1728: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1729: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1730: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1731: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1732: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=2
1733: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=0
1734: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1735: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1736: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=0
1737: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.1, impr=0
1738: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1739: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1740: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1741: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1742: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1743: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.885, max_pert=0.0, impr=0
1744: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1745: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1746: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1747: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1748: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1749: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1750: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1751: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1752: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1753: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1754: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1755: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1756: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1757: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1758: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=1
1759: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1760: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1761: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1762: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1763: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1764: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1765: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1766: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1767: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1768: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1769: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1770: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1771: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1772: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1773: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1774: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1775: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1776: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1777: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1778: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1779: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1780: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=1
1781: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1782: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1783: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.0, impr=0
1784: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.884, max_pert=0.1, impr=0
1785: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=1
1786: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=0
1787: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.1, impr=0
1788: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.1, impr=0
1789: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.1, impr=0
1790: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=0
1791: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=0
1792: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.1, impr=0
1793: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.1, impr=1
1794: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=1
1795: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=1
1796: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=2
1797: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=2
1798: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=0
1799: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.883, max_pert=0.0, impr=0
1800: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=1
1801: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1802: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.1, impr=0
1803: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1804: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1805: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1806: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.1, impr=0
1807: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.1, impr=0
1808: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=1
1809: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1810: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1811: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=0
1812: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.882, max_pert=0.0, impr=1
1813: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 10s, loss=1.881, max_pert=0.1, impr=1
